IDEQUIPAMENT,ALIES,NOM,CATEGORIA,TIPUS_VIA,VIA,SUFIX_VIA,2TIPUS_VIA,2VIA,2SUFIX_VIA,NUM,PIS,PORTA,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,TELEFON1,TELEFON2,FAX,UTMX,UTMY,LONGITUD,LATITUD,EMAIL,WEB,DATA_MODIFICACIO,PROPIETATS,Georeferència
24608438,Zona Esportiva Municipal                                                                                                                                                                                                                                  ,PISTA POLIESPORTIVA MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Pista|,," Pl. de la Vila, 1, Pinell de Solsonès",,,,,,,,25286,Pinell de Solsonès,251667,Solsonès,,,,368889000,4645402000,1.418137556,41.949704134,,,07/19/2024 07:31:43 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/27776"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Pistes poliesportives a l'aire lliure",POINT (1.4181376 41.949703)
27042469,Museu de Pintura de Sant Pol de Mar,Museu de Pintura de Sant Pol de Mar,"Cultura|Museus, col·leccions i centres d'interpretació|Museus i col·leccions|",," Pl. de la Vila, 3",,,,,,,,8395,Sant Pol de Mar,82359,Maresme,937600846 - 93,,,468440000,4605460000,2.621283207,41.600220808,info@museusantpol.cat,http://www.santpol.cat,07/10/2024 07:31:49 AM,Gestio|Patronat sense personalitat jurídica|Titularitat|Pública,POINT (2.6212833 41.60022)
2578487,Esc. de Música Municipal de Martorell,Esc. de Música Municipal de Martorell,Educació. Formació|Escoles de música (no reglat) (MUSE)||,," pl. de la Vila, 7",,,,,,,,8760,Martorell,81141,Baix Llobregat,937751948,,937751948,410631000,4591973000,1.929660000,41.474380000,a8059421@xtec.cat,,06/12/2024 07:47:08 AM,Codi Territorial|Baix Llobregat|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (1.92966 41.47438)
55297,OFICINA DE TURISME DE SANT POL DE MAR,OFICINA DE TURISME DE SANT POL DE MAR,Turisme|Oficines de Turisme de la Xarxa|Altres Oficines de Turisme|,," Pl. de la Vila, Nº 1",,,,,,,,8395,Sant Pol de Mar,82359,Maresme,937604547,,,468439669,4605445479,2.621280000,41.600090000,ofturisme@santpol.cat,http://www.santpol.cat,07/19/2024 07:51:53 AM,Marca_Turistica|COSTA BARCELONA,POINT (2.62128 41.60009)
547319,Ajuntament de Santa Coloma de Gramenet,Ajuntament de Santa Coloma de Gramenet,Administració pública|Ens locals|Ajuntaments|,," Pl. de la Vila, s/n",,,,,,,,8921,Santa Coloma de Gramenet,82457,Barcelonès,93-4624000,,93-4660067,433875528,4589189175,2.208329689,41.451562458,st.colomag@gramenet.cat,http://www.grame.net,07/17/2024 07:03:08 AM,,POINT (2.2083297 41.45156)
2580605,Escola Espígol - ZER Riu Ondara,Escola Espígol - ZER Riu Ondara,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," pl. de la Vila, s/n",,,,,,,,25331,Tornabous,252252,Urgell,973570603,,973570603,338003000,4618508000,1.053037000,41.701870000,c5004644@xtec.cat,,06/12/2024 07:27:42 AM,Codi Territorial|Lleida|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (1.053037 41.70187)
546672,Ajuntament de Corbins,Ajuntament de Corbins,Administració pública|Ens locals|Ajuntaments|,," Pl. de la Vila, s/n",,,,,,,,25137,Corbins,250788,Segrià,973-190117,,973-190725,308011870,4617996466,0.693011093,41.690601378,ajuntament@corbins.cat,http://www.corbins.cat,07/17/2024 07:03:43 AM,,POINT (0.6930111 41.6906)
29645729,Llar d'infants municipal de Corbins,Llar d'infants municipal de Corbins,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," pl. de la Vila, s/n",,,,,,,,25137,Corbins,250788,Segrià,,,,308020000,4618000000,0.693104000,41.690632000,c5010346@xtec.cat,,06/12/2024 07:24:52 AM,Codi Territorial|Lleida|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (0.693104 41.69063)
546988,Ajuntament de Caldes d'Estrac,Ajuntament de Caldes d'Estrac,Administració pública|Ens locals|Ajuntaments|,," Pl. de la Vila, s/n",,,,,,,,8393,Caldes d'Estrac,80327,Maresme,93-7910005,,93-7910503,460626673,4602425936,2.527726030,41.572545883,ajuntament@caldetes.cat,http://www.caldetes.cat,07/17/2024 07:03:49 AM,,POINT (2.527726 41.572544)
24605443,PISTA POLIESPORTIVA MUNICIPAL,PISTA POLIESPORTIVA MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Pista|,," Pl. de la Vila, s/n, Fogars de la Selva",,,,,,,,8495,Fogars de la Selva,80826,Selva,,,,472680000,4620383000,2.671479309,41.734789248,,,07/19/2024 07:33:30 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/18330"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Pistes poliesportives a l'aire lliure",POINT (2.6714792 41.73479)
24593427,CAMP DE FUTBOL MUNICIPAL,CAMP DE FUTBOL MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Camp|,," Pl. de la Vila, s/n, Fogars de la Selva",,,,,,,,8495,Fogars de la Selva,80826,Selva,,,,472696000,4620469000,2.671667759,41.735564395,,,07/19/2024 07:33:30 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/18329"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Camps poliespotius i especialitzats",POINT (2.6716678 41.735565)
24607142,CENTRE CÍVIC D'OLESA DE BONESVALLS,CENTRE CÍVIC D'OLESA DE BONESVALLS,Esports. Lleure|Instal·lacions esportives|Pista de petanca|Esports. Lleure|Instal·lacions esportives|Sala|,," Pl. de la Vila, s/n, Olesa de Bonesvalls",,,,,,,,8795,Olesa de Bonesvalls,81461,Alt Penedès,938984375,,,403873000,4578441000,1.850891912,41.351734225,,,07/19/2024 07:32:11 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/25417"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Espais de petanca i bitlles<br/>2 Sales d'activitats i especialitzades",POINT (1.850892 41.351734)
24607489,CASAL PIRINENC,CASAL PIRINENC,Esports. Lleure|Instal·lacions esportives|Sala|,," Pl. de la Vila, s/n, Vilada",,,,,,,,8613,Vilada,82994,Berguedà,,,,411670000,4665548000,1.931148925,42.137070687,,,07/19/2024 07:32:31 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/23643"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Sales d'activitats i especialitzades",POINT (1.9311489 42.13707)
27041426,Centre d'Interpretació de la Construcció de la Pedra Seca,Centre d'Interpretació de la Construcció de la Pedra Seca,"Cultura|Museus, col·leccions i centres d'interpretació|Museus i col·leccions|",," Pl. de la Vileta, 9-11",,,,,,,,25176,Torrebesses,252265,Segrià,973 12 60 59 -,,,299048000,4589182000,0.595026978,41.429077085,centrepedraseca@gmail.com,http://cipedraseca.blogspot.com.es,07/10/2024 07:36:26 AM,Gestio|Gestió directa d'entitats públiques|Titularitat|Pública,POINT (0.59502697 41.429077)
24594334,CPE ABADESSENC,CPE ABADESSENC,Esports. Lleure|Instal·lacions esportives|Pista de pàdel|Esports. Lleure|Instal·lacions esportives|Piscina a l'aire lliure|Esports. Lleure|Instal·lacions esportives|Pista de tennis|,," Pl. de Le Palais Sur Vienne, s/n, Sant Joan de les Abadesses",,,,,,,,17860,Sant Joan de les Abadesses,171674,Ripollès,615283421,,,440810000,4675655000,2.282700626,42.230833927,,http://www.cpea.cat,07/19/2024 07:32:34 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/23402"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Pistes de pàdel<br/>2 Piscina a l'aire lliure<br/>1 Pistes de tennis i mini tennis",POINT (2.2827005 42.230835)
27043634,Equipament Social de Queixans,Equipament Social de Queixans,Cultura|Altres espais aptes per a l'ús cultural|Locals i espais polivalents|,, Pl. de les antigues escoles 1,,,,,1,,,17538,Fontanals de Cerdanya,170694,Cerdanya,972890196,,,0,0,0.000000000,0.000000000,fontanals@fontanals.cat,http://www.fontanals.cat,07/10/2024 07:34:19 AM,Gestio|Pública   |Titularitat|Pública   ,
24607592,SALA POLIVALENT MUNICIPAL,SALA POLIVALENT MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Sala|,," Pl. de les Arenes, s/n, Marçà",,,,,,,,47775,Marçà,430764,Priorat,,,,315559000,4555042000,0.802817274,41.125738642,,,07/19/2024 07:32:07 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/25718"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Sales d'activitats i especialitzades",POINT (0.8028173 41.12574)
27042838,Local Social de Gàrzola,Local Social de Gàrzola,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",, Pl. de les Bitlles 1,,,,,1,,,25736,Vilanova de Meià,252509,Noguera,973415005,,,336430880,4647477500,1.026153831,41.962324897,ajuntament@vilanovameia.cat,http://www.vilanovameia.cat,07/10/2024 07:29:09 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.0261538 41.962326)
27045840,Local Social Carenes de Can Turu,Local Social Carenes de Can Turu,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",, Pl. de les Carenes s/n,,,,,s/n,,,8232,Viladecavalls,83008,Vallès Occidental,,,,412071500,4600032000,1.945737076,41.547119742,,,07/10/2024 07:23:39 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (1.9457371 41.54712)
27041970,Bordegassos de Vilanova,Bordegassos de Vilanova,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",, Pl. de les Casernes 2,,,,,2,,,8800,Vilanova i la Geltrú,83073,Garraf,938166142,,,393258060,4564842000,1.726413123,41.227930961,bordegassos@bordegassos.org,http://www.bordegassos.org,07/10/2024 07:35:18 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.7264131 41.227932)
29646083,EA de Vilanova i la Geltrú,EA de Vilanova i la Geltrú,Educació. Formació|Curs d’accés als cicles formatius de grau superior (AA03)||Educació. Formació|Cicles formatius d’arts plàstiques i disseny de grau superior (CFAS)||Educació. Formació|Cicles formatius d’arts plàstiques i disseny de grau mitjà (CFAM)||,," pl. de les Casernes, 8",,,,,,,,8800,Vilanova i la Geltrú,83073,Garraf,938932846,,938932846,393253000,4564910000,1.726337000,41.228543000,a8038569@xtec.cat,,06/12/2024 07:49:49 AM,Codi Territorial|Penedès|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (1.726337 41.228542)
24593680,PAVELLÓ MUNICIPAL D'ESPORTS,PAVELLÓ MUNICIPAL D'ESPORTS,Esports. Lleure|Instal·lacions esportives|Rocòdrom|Esports. Lleure|Instal·lacions esportives|Sala|Esports. Lleure|Instal·lacions esportives|Pavelló|,," Pl. de les Casernes, s/n, Vilanova i la Geltrú",,,,,,,,8800,Vilanova i la Geltrú,83073,Garraf,938933162,,,393242000,4564910000,1.726209662,41.228541226,,http://www.vilanova.cat/jsp/directori/detall.jsp?i,07/19/2024 07:33:36 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/17976"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Pavelló<br/>1 Rocòdroms i boulders<br/>6 Sales d'activitats i especialitzades",POINT (1.7262096 41.228542)
27043544,Auditori Joan Cererols,Auditori Joan Cererols,Cultura|Espais escènics i musicals|Auditori|,, Pl. de les Cultures 1,,,,,1,,,8760,Martorell,81141,Baix Llobregat,937742200,,,409470900,4591868500,1.915788654,41.473310648,cultura@martorell.cat,https://turisme.elbaixllobregat.cat/altres/auditori-joan-cererols,07/10/2024 07:28:01 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.9157887 41.473312)
27042864,Sales D´exposicions 1 i 2. Jaume Muxart,Sales D´exposicions 1 i 2. Jaume Muxart,Cultura|Espais d'arts visuals|Sales d'exposicions|,, Pl. de les Cultures s/n,,,,,s/n,,,8760,Martorell,81141,Baix Llobregat,937742200,,,409446470,4591876500,1.915494920,41.473379937,pcultura@martorell.cat,http://www.martorell.cat,07/10/2024 07:33:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.9154949 41.47338)
27043347,Centre Cultural,Centre Cultural,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Societats|",, Pl. de les Cultures s/n,,,,,s/n,,,8760,Martorell,81141,Baix Llobregat,937742200,,,409446470,4591876500,1.915494920,41.473379937,cultura@martorell.cat,http://www.martorell.cat,07/10/2024 07:33:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.9154949 41.47338)
27043425,Auditori Municipal,Auditori Municipal,Cultura|Espais escènics i musicals|Auditori|,, Pl. de les Entitats 1,,,,,1,,,8214,Badia del Vallès,89045,Vallès Occidental,937188149,,,426021780,4595789000,2.113501747,41.510317690,auditori_municipal@hotmail.es,http://www.badiadelvalles.net/,07/10/2024 07:35:41 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1135018 41.51032)
27040843,Casal Cívic de la Generalitat de Catalunya,Casal Cívic de la Generalitat de Catalunya,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",, Pl. de les Entitats s/n,,,,,s/n,,,8214,Badia del Vallès,89045,Vallès Occidental,937180158,,,426021780,4595789000,2.113501747,41.510317690,cc.badia@gencat.cat,,07/10/2024 07:26:25 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1135018 41.51032)
2578607,Esc. de Música Municipal Musicant,Esc. de Música Municipal Musicant,Educació. Formació|Escoles de música (no reglat) (MUSE)||,," pl. de les Escoles Escasany, 4",,,,,,,,8261,Cardona,80478,Bages,938684620,,938684620,390418000,4641151000,1.678603000,41.914711000,a8059901@xtec.cat,,06/12/2024 07:47:04 AM,Codi Territorial|Catalunya Central|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (1.678603 41.91471)
27045277,Can Masset,Can Masset,Cultura|Altres espais aptes per a l'ús cultural|Altres|,, Pl. de les Escoles s/n,,,,,s/n,,,17130,"Escala, l'",170622,Alt Empordà,972774848,,,510878660,4663411000,3.131610009,42.122727096,,http://www.lescala-empuries.com,07/10/2024 07:33:45 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (3.13161 42.122726)
27045050,Escola de Música Rafel Gibert Recasens,Escola de Música Rafel Gibert Recasens,Cultura|Altres espais aptes per a l'ús cultural|Altres|,, Pl. de les Escoles Velles s/n,,,,,s/n,,,43120,Constantí,430477,Tarragonès,977.522.1,,,350338030,4557100500,1.216411573,41.151428972,escolademusica@constanti.cat,http://www.constanti.cat,07/10/2024 07:34:37 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.2164116 41.15143)
2581369,Llar d'infants Gu-gu,Llar d'infants Gu-gu,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," pl. de les Escoles Velles, s/n",,,,,,,,43120,Constantí,430477,Tarragonès,977523214,,977523214,350369000,4557072000,1.216788000,41.151174000,e3010451@xtec.cat,,06/12/2024 07:20:31 AM,Codi Territorial|Tarragona|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (1.216788 41.151173)
546817,Ajuntament de Fogars de Montclús,Ajuntament de Fogars de Montclús,Administració pública|Ens locals|Ajuntaments|,," Pl. de les Escoles, 1",,,,,,,,8470,Fogars de Montclús,80811,Vallès Oriental,938475104,,93-8475220,453705625,4619708981,2.443374713,41.727839763,fogarsm@diba.cat,http://www.fogarsdemontclus.cat/default.php,07/17/2024 07:03:40 AM,,POINT (2.4433746 41.72784)
2579379,Escola La Daina - ZER Vall de Ter,Escola La Daina - ZER Vall de Ter,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," pl. De les Escoles, 2",,,,,,,,17869,Vilallonga de Ter,172240,Ripollès,972740025,,972740025,443328000,4686832000,2.312113000,42.331672000,b7004219@xtec.cat,,06/12/2024 07:31:49 AM,Codi Territorial|Girona|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.312113 42.331673)
55387,OFICINA DE TURISME ORNITOLÒGIC ,OFICINA DE TURISME ORNITOLÒGIC ,Turisme|Oficines de Turisme de la Xarxa|Altres Oficines de Turisme|,," Pl. de les Escoles, Nº 1",,,,,,,,25183,Seròs,252043,Segrià,973780009,,,283786716,4593484699,0.411014400,41.463832700,birding@lleidatur.com,http://www.birding.cat,07/19/2024 07:51:51 AM,Marca_Turistica|TERRES DE LLEIDA,POINT (0.4110144 41.463833)
55302,OFICINA DE TURISME DE L'ESCALA,OFICINA DE TURISME DE L'ESCALA,Turisme|Oficines de Turisme de la Xarxa|Altres Oficines de Turisme|,," Pl. de les Escoles, Nº 1",,,,,,,,17130,"Escala, l'",170622,Alt Empordà,972770603,,,0,0,0.000000000,0.000000000,turisme@lescala.cat,http://www.visitlescala.com,07/19/2024 07:51:53 AM,Marca_Turistica|COSTA BRAVA,
2581041,Institut Seròs,Institut Seròs,Educació. Formació|Educació secundària obligatòria (ESO)||Educació. Formació|Batxillerat (BATX)||,," pl. de les Escoles, s/n",,,,,,,,25183,Seròs,252043,Segrià,973780275,,973780275,283803000,4593533000,0.411189000,41.464274000,c5007529@xtec.cat,,06/12/2024 07:26:42 AM,Codi Territorial|Lleida|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (0.411189 41.464275)
2581088,Escola Sant Climent - ZER Narieda,Escola Sant Climent - ZER Narieda,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," pl. de les Escoles, s/n",,,,,,,,25793,Coll de Nargó,250772,Alt Urgell,973383400,,973383400,360635000,4670395000,1.312645000,42.173293000,c5001400@xtec.cat,,06/12/2024 07:28:36 AM,Codi Territorial|Alt Pirineu i Aran|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (1.312645 42.173294)
2580546,Escola del Soleràs - ZER Garrigues Altes,Escola del Soleràs - ZER Garrigues Altes,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," pl. de les Escoles, s/n",,,,,,,,25163,"Soleràs, el",252069,Garrigues,973133455,,973133455,306308000,4587158000,0.682487000,41.412643000,c5004231@xtec.cat,,06/12/2024 07:27:49 AM,Codi Territorial|Lleida|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (0.682487 41.412643)
24607058,PISTA POLIESPORTIVA DE MAIANS,PISTA POLIESPORTIVA DE MAIANS,Esports. Lleure|Instal·lacions esportives|Pista|,," Pl. de les Escoles, s/n, Castellfollit del Boix",,,,,,,,8255,Castellfollit del Boix,80594,Bages,,,,390490000,4610128000,1.685190020,41.635370471,,,07/19/2024 07:32:21 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/24694"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Pistes poliesportives a l'aire lliure",POINT (1.68519 41.635372)
24595254,PISCINA MUNICIPAL,PISCINA MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Piscina a l'aire lliure|,," Pl. de les Escoles, s/n, Pradell de la Teixeta",,,,,,,,43774,Pradell de la Teixeta,431153,Priorat,,,,321660000,4558509000,0.874439887,41.158310849,,,07/19/2024 07:32:13 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/25315"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Piscina a l'aire lliure",POINT (0.8744399 41.15831)
24605807,PISTA POLIESPORTIVA MUNICIPAL,PISTA POLIESPORTIVA MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Pista|,," Pl. de les Escoles, s/n, Rourell, el",,,,,,,,43142,"Rourell, el",431346,Alt Camp,,,,350629000,4564962000,1.217958960,41.222264284,,,07/19/2024 07:32:49 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/21435"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Pistes poliesportives a l'aire lliure",POINT (1.2179589 41.222263)
24608092,PISTA POLIESPORTIVA MUNICIPAL,PISTA POLIESPORTIVA MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Pista|,," Pl. de les Escoles, s/n, Sant Miquel de Campmajor",,,,,,,,17831,Sant Miquel de Campmajor,171740,Pla de l'Estany,,,,473892000,4663840000,2.684128192,42.126231578,,,07/19/2024 07:31:45 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/27581"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Pistes poliesportives a l'aire lliure",POINT (2.6841283 42.126232)
24608134,SALA POLIVALENT MUNICIPAL,SALA POLIVALENT MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Sala|,," Pl. de les Escoles, s/n, Sant Miquel de Campmajor",,,,,,,,17831,Sant Miquel de Campmajor,171740,Pla de l'Estany,,,,473874000,4663857000,2.683909658,42.126384086,,,07/19/2024 07:31:45 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/27626"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Sales d'activitats i especialitzades",POINT (2.6839097 42.126385)
